"text","cmp_code","eu_code"
"- Fight crime and protect citizens' rights through more effective co-operation between EU states' police and customs forces with greater democratic accountability.","108",NA
"We will work to improve European co-operation against cross-border criminal activity and allow free movement for Britain's people throughout Europe.","108",NA
"The administration of border controls should remain with individual member nations until they can be confident that the EU's external borders are secure.","108",NA
"- Reform the Common Agricultural Policy, converting it into a system of direct payments to support economic, social and environmental goals in rural communities.","108",NA
"- Reform fisheries policies, scrapping the Common Fisheries Policy and replacing it with a new Europe-wide fisheries policy based on the regional management of fish stocks.","108",NA
"We will take urgent action to end quota-hopping and begin the phased abolition of industrial fishing.","108",NA
"Strong defence in an uncertain world",NA,NA
"The first decades of the next century are likely to be turbulent and unstable everywhere, including within and around Europe.","104",NA
"Britain must maintain an effective security capability.","104",NA
"This will best be achieved through NATO and European co-operation, and this country must continue to play a full part in both.","104",NA
"We will:",NA,NA
"- Maintain a strong defence at home","104",NA
"and enable the UK to play a leading role in keeping international peace.","106",NA
"We will maintain Britain's overall defence capability at its current level, whilst ensuring UK forces meet current needs and are appropriate to potential threats.","104",NA
"- Retain Britain's basic nuclear capability through the Trident submarine force until such time as international multilateral nuclear disarmament can be achieved.","104",NA
"We will restrict the number of nuclear warheads on Trident to the same number as previously deployed on Polaris.","104",NA
"- Resist the proliferation of weapons of mass destruction.","105",NA
"We will press for the conclusion of a verifiable Comprehensive Test Ban Treaty.","105",NA
"We will ensure that Britain plays an active part in talks to reduce the holdings of strategic nuclear weapons.","105",NA
"- Support the principle of common security.","104",NA
"We support the extension of the security guarantees, from which western Europe has benefited, to the new democracies of central and eastern Europe.","104",NA
"We support NATO and its enlargement.","104",NA
"Working for peace, security and sustainability",NA,NA
"In an increasingly inter-dependent world, the security of a medium sized nation like Britain is best preserved within a framework of international law that is effective and enforceable.","107",NA
"Reforming the United Nations",NA,NA
"Playing a leading role in strengthening and reforming the United Nations should be a central aspect of Britain's foreign policy over the next decade.","107",NA
"We will work to:",NA,NA
"- Strengthen the UN's peacekeeping capability so that it can take earlier and more effective action to prevent or suppress conflict.","107",NA
"This should include establishing fast track machinery for negotiations; permanent, on-call, peacekeeping forces made up from high-calibre troops provided by member states; the reinstatement of a Military Staff Committee; the establishment of a UN Staff College to train officers; and improvements to the UN's command control, communication and intelligence capabilities.","107",NA
"- Support the establishment of an International Criminal Court to deal with genocide and war crimes.","107",NA
"Protecting the global environment",NA,NA
"Pollution and environmental degradation do not respect national borders.","107",NA
"Countries must work together if the world's environment is to be protected.","107",NA
"We will:",NA,NA
"- Take a lead in international environmental negotiations.","107",NA
"We will press for tough and legally binding international targets for greenhouse gas emissions and other pollutants.","107",NA
"- Develop a global system of environmental protection.","107",NA
"We will work for the creation of a global environmental organisation.","107",NA
"We will promote an environmental equivalent of the Geneva Convention, to outlaw gross acts of environmental destruction in times of war","107",NA
"Tackling world poverty",NA,NA
"The elimination of global famine, pestilence and poverty is not only a moral challenge, it is also essential for the world's long-term stability and peace.","107",NA
"We will:",NA,NA
"- Increase Britain's contribution to overseas aid.","107",NA
"We will set out a timetable for sustained progress towards achieving the UN target for overseas development aid of 0./7 per cent of GNP within the next 10 years.","107",NA
"- Promote a timetable for debt relief to the poorest states including a programme for cancelling debt and the creation of new and additional resources for debt relief.","107",NA
"- Target Britain's bilateral aid where it is most needed.","107",NA
"We will focus Britain's bilateral aid on the least developed countries and end the practice of tying aid.","107",NA
"- Require states that receive UK development assistance to respect the fundamental human rights of their people and suspend UK programmes where these standards are breached.","107",NA
"Controlling arms sales",NA,NA
"The global arms trade fuels conflicts, hinders prosperity and robs the world's poor of resources.","107",NA
"Its growth must be diminished.","107",NA
"We will:",NA,NA
"- End the sale of British arms, war material, and 'dual use' technologies to regimes which abuse human rights, and strictly control arms sales to regions of tension or potential conflict.","107",NA
"- Seek a new international regime to control the arms trade.","107",NA
"We will support tighter EU-wide restrictions on transfers of military technology to non-democratic regimes and press for the establishment of a mandatory UN register, in which all arms sales and transfers must be listed.","107",NA
"- Ban landmines.","105",NA
"We will place an immediate and total ban on the production, stockpiling and export of anti-personnel landmines and work towards a global ban on Iandmine production.","105",NA
"Free and fair trade",NA,NA
"Free and fair trade benefits all.","407",NA
"The GATT Uruguay Round has successfully lowered barriers to international trade, but further reforms are needed.","407",NA
"We will seek action to:",NA,NA
"- Enhance free trade by further reducing tariff and non-tariff barriers, especially against the poorest countries.","407",NA
"- Improve global labour standards by permitting countries to discriminate against goods produced by nations that maintain practices such as child, slave and forced labour.","107",NA
"We will support the work of the International Labour Organisation in raising labour standards throughout the world.","107",NA
"- Advance environmental objectives.","501",NA
"We support the addition of an environmental sustainability clause to the GATT setting out agreed principles of environmental policy against which trade measures can be judged.","501",NA
"- Reduce trans-national corporations' ability to abuse market power, through the development of a framework for global competition policy.","107",NA
"The Liberal Democrats and your tax",NA,NA
"A copy of our Annual Tax Contract will be delivered to each UK household following the Budget each year.",NA,NA
"Some of the information which would be included is provided on the next page.",NA,NA
"This Annual Tax Contract will be in keeping with our four Tax Pledges:",NA,NA
"1.)",NA,NA
"No taxation without explanation",NA,NA
"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.","303",NA
"2.)",NA,NA
"No promises unless the bill is attached",NA,NA
"People have the right to know the Government's priorities and how much they will cost.","201",NA
"When we make significant changes in our tax and spending priorities we will tell people where the money has come from.","303",NA
"We will ask the National Audit Office to make sure that additional expenditure earmarked for specific projects is spent accordingly.","303",NA
"3.)",NA,NA
"No more tax without tackling waste",NA,NA
"Each year we will set out the measures which we plan to implement in order to reduce wasteful expenditure and deliver best value for money to taxpayers.","303",NA
"We will never raise taxes without first scrutinising Government expenditure for waste.","303",NA
"4.)",NA,NA
"Fair tax for all",NA,NA
"Tax bands, rates and reliefs should ensure that everyone contributes according to their ability to pay and that the tax burden is fairly shared.","503",NA
"We will aim to take more of those on low incomes out of tax completely.","503",NA
"We will clamp down on tax avoidance and evasion.","605",NA
"We will provide a mechanism for people to give their views on tax and spending priorities.","202",NA
"Costing our commitment",NA,NA
"- We have issued alongside this manifesto a Costings Supplement to show in detail how our proposals will be financed.","404",NA
"- We will raise the basic rate of income tax by one penny in the pound - from 23p to 24p - to help finance our £2bn per year programme of Education investment.","408",NA
"- We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.","408",NA
"This tax cut will be paid for by introducing a new rate of income tax of 50%, payable on taxable income of over £100,000 per year.","408",NA
"Half a million people will be freed from income tax altogether","503",NA
"- We will put 5p on a packet of cigarettes and use the money to restore free eye and dental checks for all and freeze prescription charges.","408",NA
"FOR FULL DETAILS OF THE LIBERAL DEMOCRATS' 1997 MANIFESTO COSTINGS, PLEASE SEE OUR COSTINGS SUPPLEMENT",NA,NA
" How the proposals in this manifesto would alter your tax and the Government's spending",NA,NA
" Main income tax changes",NA,NA
"- Around 70% of Adults will pay lower or unchanged income tax under our proposals.",NA,NA
"- Around half of all income taxpayers would be better off or no worse off under our income tax proposals.",NA,NA
"- Excluding those earning over £100,000 per year, the average income taxpayer will pay only around 45p extra per week in income tax under our plans.",NA,NA
"In this manifesto, we have set out a practical, forward-looking programme to modernise Britain.","411",NA
"Its central theme is the widening of opportunities.","503",NA
"And its aim is to make Britain a nation of self-reliant individuals, living in strong communities,","202",NA
"backed by an enabling government.","305",NA
"We do not duck the choices that have to be faced in this election.","305",NA
"And we do not pretend that they are easy - or free.","305",NA
"High-quality education has to be paid for.","506",NA
"As do decent public services and a more secure society.","504",NA
"You cannot, in the present climate, have these and tax cuts as well.","408",NA
"You have to choose.","202",NA
"We ask you to do so.","202",NA
"Your vote can make a real difference in turning our country away from short-term politics towards a more constructive long-term approach.","414",NA
"And with your support we believe we can make a difference too.","202",NA
"Every vote we receive is a vote for better education,","506",NA
"the modernisation of our politics,","303",NA
"a cleaner environment,","501",NA
"a better health service","504",NA
"and more crime free communities.","605",NA
"Every vote we get and every seat we win will ensure that in the next Parliament, Britain, can at last face, up to the challenge, as we enter the next millennium.","601",NA
